Text,Image,Folio,
urn:cts:greekLit:tlg5026.msAext.hmt:24.A1,"urn:cite:hmt:vaimg.VA310VN-0812@0.113,0.6141,0.042,0.0173",urn:cite:hmt:msA.310v,
