Text,Image,Folio
urn:cts:greekLit:tlg5026.msAil.hmt:24.A1,"urn:cite:hmt:vaimg.VA311RN-0481@0.321,0.2312,0.08,0.0165",urn:cite:hmt:msA.311r
urn:cts:greekLit:tlg5026.msAil.hmt:24.A2,"urn:cite:hmt:vaimg.VA311RN-0481@0.565,0.256,0.054,0.0143",urn:cite:hmt:msA.311r
urn:cts:greekLit:tlg5026.msAil.hmt:24.A3,"urn:cite:hmt:vaimg.VA311RN-0481@0.239,0.3213,0.076,0.0128",urn:cite:hmt:msA.311r
urn:cts:greekLit:tlg5026.msAil.hmt:24.A4,"urn:cite:hmt:vaimg.VA311RN-0481@0.33,0.3236,0.041,0.0128",urn:cite:hmt:msA.311r
urn:cts:greekLit:tlg5026.msAil.hmt:24.A5,"urn:cite:hmt:vaimg.VA311RN-0481@0.361,0.5953,0.006,0.0068",urn:cite:hmt:msA.311r
